frame,time_s,angle_deg,tip_x,tip_y,base_x,base_y,base_dir_deg,tip_dir_deg,n_skeleton,mid_x,mid_y,needle_len
542,18.0486,52.791,394.63,185.92,847.00,302.00,-180.000,127.209,732,394.63,185.92,47.77
543,18.0819,52.791,394.63,185.92,847.00,302.00,-180.000,127.209,714,394.63,185.92,47.77
544,18.1152,52.105,395.24,185.87,847.00,302.00,-180.000,127.895,717,395.24,185.87,48.32
545,18.1485,51.246,395.36,186.22,847.00,302.00,-180.000,128.754,720,395.36,186.22,46.06
546,18.1818,40.395,392.75,220.38,847.00,302.00,-180.000,-139.605,682,392.75,220.38,46.44
547,18.2151,38.293,392.66,219.97,847.00,302.00,-180.000,-141.707,728,392.66,219.97,46.10
548,18.2484,38.293,392.66,219.97,847.00,302.00,-180.000,-141.707,744,392.66,219.97,46.10
549,18.2817,39.660,392.32,220.59,847.00,302.00,-180.000,-140.340,731,392.32,220.59,47.39
550,18.3150,38.644,392.47,220.22,847.00,302.00,-180.000,-141.356,734,392.47,220.22,46.70
551,18.3483,38.644,392.47,220.22,847.00,302.00,-180.000,-141.356,736,392.47,220.22,46.70
552,18.3816,44.092,393.76,219.26,847.00,302.00,-180.000,-135.908,725,393.76,219.26,44.60
553,18.4149,43.209,393.65,220.16,847.00,302.00,-180.000,-136.791,727,393.65,220.16,44.68
554,18.4482,44.092,393.76,219.26,847.00,302.00,-180.000,-135.908,714,393.76,219.26,44.60
555,18.4815,49.587,396.32,186.36,847.00,302.00,-180.000,130.413,674,396.32,186.36,45.68
556,18.5148,43.593,393.96,219.96,847.00,302.00,-180.000,-136.407,717,393.96,219.96,43.93
557,18.5481,43.638,394.47,220.47,847.00,302.00,-180.000,-136.362,703,394.47,220.47,42.52
558,18.5814,44.396,394.81,219.30,847.00,302.00,-180.000,-135.604,703,394.81,219.30,41.74
559,18.6147,44.354,395.54,218.53,847.00,302.00,-180.000,-135.646,695,395.54,218.53,45.28
560,18.6480,44.140,395.26,218.76,847.00,302.00,-180.000,-135.860,707,395.26,218.76,46.01
561,18.6813,43.916,395.82,218.29,847.00,302.00,-180.000,-136.084,734,395.82,218.29,46.02
562,18.7146,43.916,395.82,218.29,847.00,302.00,-180.000,-136.084,735,395.82,218.29,46.02
563,18.7479,43.803,395.83,218.31,847.00,302.00,-180.000,-136.197,716,395.83,218.31,46.03
564,18.7812,43.279,395.12,218.06,847.00,302.00,-180.000,-136.721,701,395.12,218.06,48.23
565,18.8145,43.091,395.14,218.08,847.00,301.50,-180.000,-136.909,729,395.14,218.08,48.24
566,18.8478,43.282,395.37,217.83,847.00,301.50,-180.000,-136.718,739,395.37,217.83,48.92
567,18.8811,43.055,395.57,218.53,847.00,301.50,-180.000,-136.945,744,395.57,218.53,48.25
568,18.9144,43.055,395.94,218.93,847.00,302.00,-180.000,-136.945,740,395.94,218.93,48.25
569,18.9477,42.954,396.43,218.43,847.00,302.00,-180.000,-137.046,716,396.43,218.43,46.84
570,18.9810,43.477,396.25,217.74,847.00,302.00,-180.000,-136.523,701,396.25,217.74,47.49
571,19.0143,43.581,396.26,217.75,847.00,302.00,-180.000,-136.419,685,396.26,217.75,47.48
572,19.0476,43.156,396.58,217.55,847.00,301.50,-180.000,-136.844,686,396.58,217.55,48.24
573,19.0809,43.253,396.56,217.54,847.00,302.00,-180.000,-136.747,699,396.56,217.54,48.23
574,19.1142,43.253,396.56,217.54,847.00,301.00,-180.000,-136.747,680,396.56,217.54,48.23
575,19.1475,47.761,398.74,185.60,847.00,301.00,-180.000,132.239,634,398.74,185.60,51.80
576,19.1808,47.268,398.65,185.71,847.00,301.50,-180.000,132.732,657,398.65,185.71,50.31
577,19.2141,47.741,398.36,185.49,847.00,301.50,-180.000,132.259,657,398.36,185.49,49.64
578,19.2474,46.865,399.12,186.26,847.00,301.00,-180.000,133.135,656,399.12,186.26,48.88
579,19.2807,48.410,398.66,184.63,847.00,301.00,-180.000,131.590,645,398.66,184.63,51.82
580,19.3140,48.037,398.73,184.59,847.00,301.00,-180.000,131.963,667,398.73,184.59,51.81
581,19.3473,47.482,398.92,184.95,847.00,301.00,-180.000,132.518,673,398.92,184.95,51.05
582,19.3806,46.810,399.53,184.91,847.00,301.00,-180.000,133.190,653,399.53,184.91,50.29
583,19.4139,47.139,399.31,184.60,847.00,301.00,-180.000,132.861,642,399.31,184.60,51.03
584,19.4472,46.726,399.61,184.81,847.00,301.50,-180.000,133.274,659,399.61,184.81,51.70
585,19.4805,46.428,400.24,185.69,847.00,301.50,-180.000,133.572,683,400.24,185.69,49.55
586,19.5138,46.514,400.26,185.68,847.00,301.50,-180.000,133.486,673,400.26,185.68,49.55
587,19.5471,47.019,399.58,184.82,847.00,302.00,-180.000,132.981,654,399.58,184.82,51.71
588,19.5804,46.301,399.87,185.08,847.00,302.00,-180.000,133.699,634,399.87,185.08,50.96
589,19.6137,47.043,399.93,184.96,847.00,302.00,-180.000,132.957,656,399.93,184.96,51.03
590,19.6470,46.904,400.21,185.17,847.00,301.50,-180.000,133.096,651,400.21,185.17,51.71
591,19.6803,46.435,399.89,185.05,847.00,301.50,-180.000,133.565,663,399.89,185.05,50.97
592,19.7136,46.362,399.91,185.04,847.00,301.50,-180.000,133.638,660,399.91,185.04,50.96
593,19.7469,46.079,400.52,184.94,847.00,301.50,-180.000,133.921,660,400.52,184.94,51.65
594,19.7802,45.745,400.82,185.16,847.00,301.50,-180.000,134.255,657,400.82,185.16,52.36
595,19.8135,46.021,400.60,184.86,847.00,301.50,-180.000,133.979,652,400.60,184.86,51.67
596,19.8468,46.078,400.96,184.50,847.00,301.50,-180.000,133.922,631,400.96,184.50,51.68
597,19.8801,45.976,400.95,184.51,847.00,301.50,-180.000,134.024,636,400.95,184.51,51.67
598,19.9134,46.152,400.84,184.11,847.00,301.00,-180.000,133.848,655,400.84,184.11,52.40
599,19.9467,30.599,399.36,192.92,847.00,301.00,-180.000,149.401,675,399.36,192.92,44.06
600,19.9800,45.385,401.65,184.35,847.00,301.00,-180.000,134.615,601,401.65,184.35,52.33
601,20.0133,45.154,402.84,185.66,847.00,301.00,-180.000,134.846,610,402.84,185.66,50.21
602,20.0466,45.615,401.75,184.23,847.00,301.00,-180.000,134.385,620,401.75,184.23,52.35
603,20.0799,44.619,402.66,185.33,847.00,301.00,-180.000,135.381,619,402.66,185.33,49.50
604,20.1132,45.282,403.01,184.99,847.00,301.00,-180.000,134.718,613,403.01,184.99,49.50
605,20.1465,44.780,402.01,183.99,847.00,301.00,-180.000,135.220,584,402.01,183.99,52.32
606,20.1798,45.411,401.50,184.99,847.00,301.00,-180.000,134.589,553,401.50,184.99,53.06
607,20.2131,44.700,401.02,184.49,847.00,301.00,-180.000,135.300,584,401.02,184.49,51.61
608,20.2464,44.449,401.06,184.46,847.00,301.00,-180.000,135.551,620,401.06,184.46,51.61
609,20.2797,45.030,401.44,184.05,847.00,301.00,-180.000,134.970,648,401.44,184.05,51.62
610,20.3130,44.696,402.83,184.67,847.00,301.00,-180.000,135.304,588,402.83,184.67,53.02
611,20.3463,44.793,402.24,184.77,847.00,301.00,-180.000,135.207,589,402.24,184.77,53.73
612,20.3796,44.388,402.23,184.79,847.00,301.00,-180.000,135.612,548,402.23,184.79,52.31
613,20.4129,44.467,402.47,185.04,847.00,301.00,-180.000,135.533,574,402.47,185.04,53.01
614,20.4462,44.130,402.27,184.75,847.00,301.00,-180.000,135.870,606,402.27,184.75,52.30
615,20.4795,44.021,402.24,184.79,847.00,301.00,-180.000,135.979,546,402.24,184.79,52.29
616,20.5128,44.177,402.46,185.05,847.00,301.00,-180.000,135.823,596,402.46,185.05,53.00
617,20.5461,98.617,424.49,181.57,847.00,301.00,-180.000,81.383,553,424.49,181.57,43.11
618,20.5794,98.783,424.39,181.64,847.00,301.00,-180.000,81.217,575,424.39,181.64,43.26
619,20.6127,98.463,424.50,180.65,847.00,301.00,-180.000,81.537,578,424.50,180.65,45.25
620,20.6460,49.578,409.02,184.63,847.00,301.00,-180.000,130.422,597,409.02,184.63,45.03
621,20.6793,97.568,424.59,181.08,847.00,301.50,-180.000,82.432,551,424.59,181.08,46.13
622,20.7126,97.699,424.63,181.08,847.00,301.50,-180.000,82.301,552,424.63,181.08,46.12
623,20.7459,96.663,424.80,181.04,847.00,301.00,-180.000,83.337,550,424.80,181.04,46.27
624,20.7792,96.643,424.86,180.54,847.00,301.50,-180.000,83.357,550,424.86,180.54,45.28
625,20.8125,49.299,410.42,185.28,847.00,301.50,-180.000,130.701,586,410.42,185.28,43.49
626,20.8458,96.281,424.40,180.60,847.00,301.50,-180.000,83.719,559,424.40,180.60,45.06
627,20.8791,48.428,408.64,183.93,847.00,301.50,-180.000,131.572,577,408.64,183.93,43.44
628,20.9124,48.428,408.64,183.93,847.00,301.50,-180.000,131.572,577,408.64,183.93,43.44
629,20.9457,95.804,424.51,180.60,847.00,301.50,-180.000,84.196,557,424.51,180.60,45.07
630,20.9790,96.177,424.42,180.60,847.00,302.00,-180.000,83.823,560,424.42,180.60,45.06
631,21.0123,49.989,409.44,183.21,847.00,302.00,-180.000,130.011,558,409.44,183.21,46.46
632,21.0456,97.127,424.64,181.02,847.00,301.50,-180.000,82.873,549,424.64,181.02,46.26
633,21.0789,97.050,424.30,180.98,847.00,301.50,-180.000,82.950,549,424.30,180.98,46.27
634,21.1122,96.636,424.41,180.99,847.00,301.50,-180.000,83.364,567,424.41,180.99,46.27
635,21.1455,97.209,424.62,181.01,847.00,302.00,-180.000,82.791,560,424.62,181.01,46.26
636,21.1788,6.442,414.40,201.64,847.00,302.00,-180.000,-173.558,551,414.40,201.64,15.02
637,21.2121,97.007,424.77,180.03,847.00,302.00,-180.000,82.993,573,424.77,180.03,44.28
638,21.2454,96.653,424.82,180.54,847.00,301.50,-180.000,83.347,564,424.82,180.54,45.28
639,21.2787,3.917,414.44,201.68,847.00,302.00,-180.000,-176.083,582,414.44,201.68,15.03
640,21.3120,49.813,411.36,184.35,847.00,302.00,-180.000,130.187,578,411.36,184.35,43.52
641,21.3453,95.909,425.39,180.49,847.00,302.00,-180.000,84.091,573,425.39,180.49,45.28
642,21.3786,95.980,425.09,180.46,847.00,301.50,-180.000,84.020,562,425.09,180.46,45.28
643,21.4119,95.903,425.34,180.98,847.00,301.50,-180.000,84.097,555,425.34,180.98,46.27
644,21.4452,95.985,425.32,180.98,847.00,301.50,-180.000,84.015,527,425.32,180.98,46.27
645,21.4785,95.985,425.32,180.98,847.00,302.00,-180.000,84.015,529,425.32,180.98,46.27
646,21.5118,51.429,412.24,184.61,847.00,302.00,-180.000,128.571,552,412.24,184.61,43.73
647,21.5451,51.429,412.24,184.61,847.00,301.50,-180.000,128.571,552,412.24,184.61,43.73
648,21.5784,0.403,410.00,201.43,847.00,301.50,-180.000,179.597,603,410.00,201.43,28.01
649,21.6117,94.328,425.66,180.97,847.00,301.50,-180.000,85.672,548,425.66,180.97,46.17
650,21.6450,12.460,403.56,199.49,847.00,301.00,-180.000,167.540,576,403.56,199.49,41.86
651,21.6783,94.264,425.94,181.00,847.00,301.00,-180.000,85.736,529,425.94,181.00,46.17
652,21.7116,94.264,425.94,181.00,847.00,301.00,-180.000,85.736,540,425.94,181.00,46.17
653,21.7449,95.571,425.96,181.00,847.00,301.50,-180.000,84.429,547,425.96,181.00,46.17
654,21.7782,95.755,426.08,181.01,847.00,301.50,-180.000,84.245,555,426.08,181.01,46.17
655,21.8115,94.676,425.89,180.49,847.00,301.50,-180.000,85.324,559,425.89,180.49,45.18
656,21.8448,52.507,413.92,183.53,847.00,301.50,-180.000,127.493,561,413.92,183.53,43.17
657,21.8781,52.507,413.92,183.53,847.00,301.50,-180.000,127.493,550,413.92,183.53,43.17
658,21.9114,94.264,425.88,181.07,847.00,301.50,-180.000,85.736,559,425.88,181.07,42.03
659,21.9447,94.169,425.86,181.06,847.00,301.50,-180.000,85.831,569,425.86,181.06,42.03
660,21.9780,92.780,426.04,181.03,847.00,301.50,-180.000,87.220,547,426.04,181.03,45.99
661,22.0113,52.507,414.92,183.53,847.00,301.50,-180.000,127.493,560,414.92,183.53,43.17
662,22.0446,52.507,414.92,183.53,847.00,301.50,-180.000,127.493,549,414.92,183.53,43.17
663,22.0779,52.507,414.92,183.53,847.00,301.50,-180.000,127.493,527,414.92,183.53,43.17
664,22.1112,83.264,424.77,198.97,847.00,301.50,-180.000,96.736,499,424.77,198.97,8.06
665,22.1445,83.264,424.77,198.97,847.00,301.50,-180.000,96.736,499,424.77,198.97,8.06
666,22.1778,92.133,426.50,180.54,847.00,301.50,-180.000,87.867,535,426.50,180.54,45.01
667,22.2111,91.684,426.74,181.04,847.00,301.50,-180.000,88.316,552,426.74,181.04,46.01
668,22.2444,91.684,426.74,181.04,847.00,301.50,-180.000,88.316,550,426.74,181.04,46.01
669,22.2777,91.787,426.66,181.52,847.00,301.00,-180.000,88.213,535,426.66,181.52,42.98
670,22.3110,0.417,412.00,201.87,847.00,301.50,-180.000,-179.583,562,412.00,201.87,27.99
671,22.3443,1.170,411.52,202.24,847.00,301.50,-180.000,-178.830,574,411.52,202.24,28.97
672,22.3776,0.401,411.50,201.87,847.00,301.50,-180.000,-179.599,561,411.50,201.87,28.99
673,22.4109,0.401,411.50,201.87,847.00,301.50,-180.000,-179.599,564,411.50,201.87,28.99
674,22.4442,91.406,426.87,180.02,847.00,301.50,-180.000,88.594,544,426.87,180.02,43.99
675,22.4775,90.762,427.13,181.02,847.00,301.50,-180.000,89.238,543,427.13,181.02,46.00
676,22.5108,91.021,427.38,181.02,847.00,301.00,-180.000,88.979,565,427.38,181.02,45.99
677,22.5441,91.251,427.45,181.03,847.00,301.00,-180.000,88.749,533,427.45,181.03,45.99
678,22.5774,91.016,427.19,181.02,847.00,301.00,-180.000,88.984,531,427.19,181.02,45.99
679,22.6107,91.021,427.38,181.02,847.00,301.00,-180.000,88.979,532,427.38,181.02,45.99
680,22.6440,91.092,427.48,180.53,847.00,301.00,-180.000,88.908,535,427.48,180.53,44.99
681,22.6773,91.671,427.63,180.55,847.00,301.00,-180.000,88.329,534,427.63,180.55,44.98
682,22.7106,91.336,427.69,180.54,847.00,301.00,-180.000,88.664,550,427.69,180.54,44.99
683,22.7439,0.147,409.50,201.92,847.00,301.00,-180.000,-179.853,611,409.50,201.92,33.00
684,22.7772,88.101,427.57,178.93,847.00,301.00,-180.000,91.899,540,427.57,178.93,46.01
685,22.8105,88.118,427.49,178.95,847.00,301.00,-180.000,91.882,555,427.49,178.95,46.04
686,22.8438,88.568,427.60,179.46,847.00,301.00,-180.000,91.432,553,427.60,179.46,47.04
687,22.8771,89.266,427.72,180.48,847.00,301.00,-180.000,90.734,545,427.72,180.48,45.01
688,22.9104,89.846,427.93,180.50,847.00,301.00,-180.000,90.154,531,427.93,180.50,45.00
689,22.9437,90.847,427.98,181.52,847.00,301.50,-180.000,89.153,532,427.98,181.52,42.98
690,22.9770,90.395,428.05,181.01,847.00,301.00,-180.000,89.605,549,428.05,181.01,41.99
691,23.0103,89.608,427.98,181.49,847.00,301.50,-180.000,90.392,533,427.98,181.49,47.01
692,23.0436,90.447,428.19,181.01,847.00,301.50,-180.000,89.553,528,428.19,181.01,41.99
693,23.0769,88.863,427.87,180.97,847.00,301.00,-180.000,91.137,568,427.87,180.97,46.01
694,23.1102,88.522,427.87,180.46,847.00,301.00,-180.000,91.478,570,427.87,180.46,45.01
695,23.1435,89.721,428.04,180.49,847.00,301.00,-180.000,90.279,544,428.04,180.49,45.00
696,23.1768,89.877,428.56,180.00,847.00,301.00,-180.000,90.123,544,428.56,180.00,44.00
697,23.2101,87.648,427.91,179.96,847.00,301.00,-180.000,92.352,559,427.91,179.96,44.05
698,23.2434,87.627,427.98,179.96,847.00,301.00,-180.000,92.373,559,427.98,179.96,44.05
699,23.2767,88.084,428.58,179.95,847.00,301.50,-180.000,91.916,557,428.58,179.95,44.04
700,23.3100,58.612,421.06,181.13,847.00,301.50,-180.000,121.388,578,421.06,181.13,42.86
701,23.3433,87.042,428.13,180.44,847.00,301.00,-180.000,92.958,567,428.13,180.44,45.04
702,23.3766,87.694,428.41,180.44,847.00,301.00,-180.000,92.306,568,428.41,180.44,45.04
703,23.4099,88.137,428.48,181.45,847.00,301.00,-180.000,91.863,569,428.48,181.45,43.04
704,23.4432,87.886,428.02,181.46,847.00,301.00,-180.000,92.114,570,428.02,181.46,43.04
705,23.4765,86.502,428.04,179.47,847.00,301.00,-180.000,93.498,553,428.04,179.47,43.10
706,23.5098,58.908,420.55,178.07,847.00,301.00,-180.000,121.092,591,420.55,178.07,48.01
707,23.5431,86.816,428.19,180.46,847.00,301.00,-180.000,93.184,578,428.19,180.46,45.10
708,23.5764,86.816,428.19,180.46,847.00,301.00,-180.000,93.184,566,428.19,180.46,45.10
709,23.6097,86.363,428.18,179.96,847.00,301.00,-180.000,93.637,570,428.18,179.96,44.10
710,23.6430,60.388,421.40,178.63,847.00,301.00,-180.000,119.612,575,421.40,178.63,48.14
711,23.6763,60.574,421.72,178.75,847.00,301.00,-180.000,119.426,589,421.72,178.75,47.66
712,23.7096,61.432,421.81,179.24,847.00,301.00,-180.000,118.568,586,421.81,179.24,48.61
713,23.7429,61.049,421.88,179.18,847.00,301.00,-180.000,118.951,594,421.88,179.18,48.57
714,23.7762,61.145,421.88,179.19,847.00,301.00,-180.000,118.855,595,421.88,179.19,48.58
715,23.8095,60.718,421.98,179.11,847.00,301.00,-180.000,119.282,605,421.98,179.11,48.54
716,23.8428,60.718,421.98,179.11,847.00,301.00,-180.000,119.282,600,421.98,179.11,48.54
717,23.8761,61.385,422.38,178.93,847.00,301.00,-180.000,118.615,599,422.38,178.93,48.60
718,23.9094,59.710,422.36,178.41,847.00,301.00,-180.000,120.290,586,422.36,178.41,47.72
719,23.9427,60.579,422.34,178.68,847.00,301.00,-180.000,119.421,574,422.34,178.68,48.15
720,23.9760,60.022,422.06,178.52,847.00,301.00,-180.000,119.978,560,422.06,178.52,48.61
721,24.0093,60.629,421.74,178.96,847.00,301.00,-180.000,119.371,579,421.74,178.96,49.03
722,24.0426,60.639,421.63,179.02,847.00,301.00,-180.000,119.361,563,421.63,179.02,49.03
723,24.0759,59.244,421.45,178.34,847.00,301.00,-180.000,120.756,578,421.45,178.34,47.69
724,24.1092,60.744,421.70,178.99,847.00,301.00,-180.000,119.256,583,421.70,178.99,49.03
725,24.1425,60.349,422.01,178.57,847.00,301.00,-180.000,119.651,582,422.01,178.57,48.63
726,24.1758,60.405,422.23,179.23,847.00,301.00,-180.000,119.595,577,422.23,179.23,47.27
727,24.2091,60.837,422.44,178.64,847.00,301.00,-180.000,119.163,590,422.44,178.64,48.17
728,24.2424,4.211,412.96,204.40,847.00,301.00,-180.000,-175.789,620,412.96,204.40,32.06
729,24.2757,60.586,422.08,178.55,847.00,301.00,-180.000,119.414,585,422.08,178.55,50.38
730,24.3090,61.261,422.62,179.06,847.00,301.00,-180.000,118.739,601,422.62,179.06,49.07
731,24.3423,3.353,412.98,204.70,847.00,301.00,-180.000,-176.647,618,412.98,204.70,32.06
732,24.3756,61.173,422.50,179.12,847.00,301.00,-180.000,118.827,609,422.50,179.12,49.07
733,24.4089,61.255,422.64,179.05,847.00,301.00,-180.000,118.745,610,422.64,179.05,49.07
734,24.4422,61.255,422.64,179.05,847.00,301.00,-180.000,118.745,599,422.64,179.05,49.07
735,24.4755,59.819,422.13,177.76,847.00,301.00,-180.000,120.181,609,422.13,177.76,49.10
736,24.5088,59.588,422.18,177.72,847.00,301.00,-180.000,120.412,615,422.18,177.72,49.08
737,24.5421,59.809,422.39,178.11,847.00,301.00,-180.000,120.191,621,422.39,178.11,49.96
738,24.5754,59.959,422.76,178.70,847.00,301.00,-180.000,120.041,610,422.76,178.70,48.60
739,24.6087,60.426,423.13,178.51,847.00,301.00,-180.000,119.574,621,423.13,178.51,48.63
740,24.6420,60.013,423.19,178.45,847.00,301.00,-180.000,119.987,626,423.19,178.45,48.61
741,24.6753,60.013,423.19,178.45,847.00,301.50,-180.000,119.987,628,423.19,178.45,48.61
742,24.7086,60.673,423.81,178.70,847.00,301.00,-180.000,119.327,621,423.81,178.70,46.90
743,24.7419,60.673,423.81,178.70,847.00,301.00,-180.000,119.327,631,423.81,178.70,46.90
744,24.7752,60.733,423.84,178.69,847.00,301.00,-180.000,119.267,641,423.84,178.69,46.91
745,24.8085,61.118,423.62,178.78,847.00,301.00,-180.000,118.882,618,423.62,178.78,49.55
746,24.8418,60.380,424.02,179.06,847.00,301.00,-180.000,119.620,617,424.02,179.06,47.76
747,24.8751,60.355,423.60,178.52,847.00,301.00,-180.000,119.645,633,423.60,178.52,49.12
748,24.9084,61.180,424.26,178.21,847.00,301.00,-180.000,118.820,603,424.26,178.21,49.16
749,24.9417,60.516,424.03,178.29,847.00,301.00,-180.000,119.484,614,424.03,178.29,49.13
750,24.9750,61.229,424.23,178.23,847.00,301.00,-180.000,118.771,601,424.23,178.23,49.16
751,25.0083,62.441,425.51,179.93,847.00,301.00,-180.000,117.559,610,425.51,179.93,45.14
752,25.0416,62.441,425.51,179.93,847.00,301.00,-180.000,117.559,597,425.51,179.93,45.14
753,25.0749,62.912,424.94,179.99,847.00,301.00,-180.000,117.088,600,424.94,179.99,44.70
754,25.1082,61.531,419.50,175.92,847.00,301.00,-180.000,118.469,635,419.50,175.92,52.21
755,25.1415,61.331,419.24,176.05,847.00,301.00,-180.000,118.669,630,419.24,176.05,52.19
756,25.1748,61.531,419.50,175.92,847.00,301.00,-180.000,118.469,629,419.50,175.92,52.21
757,25.2081,61.582,419.29,175.53,847.00,301.00,-180.000,118.418,635,419.29,175.53,53.09
758,25.2414,62.057,420.26,177.30,847.00,301.00,-180.000,117.943,619,420.26,177.30,50.89
759,25.2747,61.353,420.67,177.82,847.00,301.00,-180.000,118.647,620,420.67,177.82,48.68
760,25.3080,61.370,419.81,177.51,847.00,301.00,-180.000,118.630,654,419.81,177.51,50.84
761,25.3413,61.475,420.32,178.74,847.00,301.00,-180.000,118.525,634,420.32,178.74,49.97
762,25.3746,61.484,420.69,178.54,847.00,301.00,-180.000,118.516,610,420.69,178.54,49.97
763,25.4079,61.393,420.71,178.52,847.00,301.00,-180.000,118.607,620,420.71,178.52,49.96
764,25.4412,61.393,420.71,178.52,847.00,301.00,-180.000,118.607,620,420.71,178.52,49.96
765,25.4745,62.155,420.86,178.49,847.00,301.00,-180.000,117.845,622,420.86,178.49,50.02
766,25.5078,61.997,420.42,177.71,847.00,301.00,-180.000,118.003,624,420.42,177.71,51.77
767,25.5411,61.194,420.99,178.41,847.00,301.00,-180.000,118.806,607,420.99,178.41,49.07
768,25.5744,60.539,421.32,178.69,847.00,301.00,-180.000,119.461,611,421.32,178.69,48.15
769,25.6077,60.904,421.27,178.73,847.00,301.00,-180.000,119.096,619,421.27,178.73,48.17
770,25.6410,60.854,421.39,178.67,847.00,301.00,-180.000,119.146,609,421.39,178.67,48.17
771,25.6743,61.115,421.47,178.91,847.00,301.00,-180.000,118.885,605,421.47,178.91,48.67
772,25.7076,61.078,421.89,178.68,847.00,301.00,-180.000,118.922,616,421.89,178.68,48.67
773,25.7409,61.078,421.89,178.68,847.00,301.00,-180.000,118.922,614,421.89,178.68,48.67
774,25.7742,61.785,421.94,178.92,847.00,301.00,-180.000,118.215,617,421.94,178.92,49.11
775,25.8075,61.785,421.94,178.92,847.00,301.00,-180.000,118.215,617,421.94,178.92,49.11
776,25.8408,62.905,422.22,179.35,847.00,301.00,-180.000,117.095,622,422.22,179.35,50.06
777,25.8741,61.492,422.05,178.62,847.00,301.00,-180.000,118.508,621,422.05,178.62,48.69
778,25.9074,62.192,422.04,178.89,847.00,301.00,-180.000,117.808,622,422.04,178.89,49.13
779,25.9407,61.376,422.03,178.62,847.00,301.00,-180.000,118.624,623,422.03,178.62,48.68
780,25.9740,61.581,422.07,178.61,847.00,301.00,-180.000,118.419,612,422.07,178.61,48.69
781,26.0073,61.211,422.12,178.56,847.00,301.00,-180.000,118.789,620,422.12,178.56,48.67
782,26.0406,61.066,422.15,178.54,847.00,301.00,-180.000,118.934,608,422.15,178.54,48.67
783,26.0739,61.465,422.48,178.38,847.00,301.00,-180.000,118.535,612,422.48,178.38,48.69
784,26.1072,61.595,422.50,178.38,847.00,301.00,-180.000,118.405,610,422.50,178.38,48.69
785,26.1405,62.263,422.65,178.84,847.00,301.00,-180.000,117.737,609,422.65,178.84,49.60
786,26.1738,62.119,422.64,178.84,847.00,301.00,-180.000,117.881,609,422.64,178.84,49.60
787,26.2071,62.119,422.64,178.84,847.00,301.00,-180.000,117.881,608,422.64,178.84,49.60
788,26.2404,62.722,423.52,179.94,847.00,301.00,-180.000,117.278,602,423.52,179.94,46.93
789,26.2737,62.735,423.46,179.97,847.00,301.00,-180.000,117.265,600,423.46,179.97,46.93
790,26.3070,61.884,423.44,179.70,847.00,301.00,-180.000,118.116,604,423.44,179.70,46.47
791,26.3403,61.148,423.64,179.55,847.00,301.00,-180.000,118.852,612,423.64,179.55,46.44
792,26.3736,61.526,423.57,179.61,847.00,301.00,-180.000,118.474,594,423.57,179.61,46.45
793,26.4069,62.957,424.05,180.44,847.00,301.00,-180.000,117.043,592,424.05,180.44,47.37
794,26.4402,61.380,423.87,179.70,847.00,301.00,-180.000,118.620,588,423.87,179.70,45.97
795,26.4735,63.433,424.02,180.49,847.00,301.00,-180.000,116.567,578,424.02,180.49,47.40
796,26.5068,63.494,424.10,180.46,847.00,301.00,-180.000,116.506,567,424.10,180.46,47.41
797,26.5401,62.020,424.05,179.65,847.00,301.00,-180.000,117.980,566,424.05,179.65,46.00
798,26.5734,60.356,423.48,179.37,847.00,301.00,-180.000,119.644,553,423.48,179.37,45.03
799,26.6067,61.343,424.02,179.63,847.00,301.00,-180.000,118.657,574,424.02,179.63,45.97
800,26.6400,61.368,424.09,179.59,847.00,300.50,-180.000,118.632,551,424.09,179.59,45.97
801,26.6733,61.405,424.16,179.55,847.00,300.50,-180.000,118.595,551,424.16,179.55,45.97
802,26.7066,61.405,424.16,179.55,847.00,301.00,-180.000,118.595,555,424.16,179.55,45.97
803,26.7399,60.535,424.15,179.29,847.00,301.00,-180.000,119.465,553,424.15,179.29,45.53
804,26.7732,60.308,424.17,179.26,847.00,301.00,-180.000,119.692,552,424.17,179.26,45.52
805,26.8065,60.709,424.62,179.81,847.00,301.00,-180.000,119.291,555,424.62,179.81,44.18
806,26.8398,60.547,424.54,179.85,847.00,301.00,-180.000,119.453,551,424.54,179.85,44.17
807,26.8731,60.502,424.65,179.78,847.00,301.00,-180.000,119.498,554,424.65,179.78,44.17
808,26.9064,62.382,425.19,179.59,847.00,301.00,-180.000,117.618,550,425.19,179.59,44.25
809,26.9397,62.365,425.06,179.16,847.00,301.00,-180.000,117.635,555,425.06,179.16,45.14
810,26.9730,63.313,425.66,180.16,847.00,301.00,-180.000,116.687,560,425.66,180.16,44.72
811,27.0063,63.785,426.08,180.73,847.00,300.50,-180.000,116.215,564,426.08,180.73,43.40
812,27.0396,80.049,429.13,178.89,847.00,301.00,-180.000,99.951,552,429.13,178.89,46.52
813,27.0729,78.616,429.00,180.60,847.00,301.00,-180.000,101.384,548,429.00,180.60,43.14
814,27.1062,65.165,426.61,180.29,847.00,301.00,-180.000,114.835,558,426.61,180.29,42.95
815,27.1395,77.573,429.31,180.15,847.00,301.00,-180.000,102.427,538,429.31,180.15,42.31
816,27.1728,65.093,426.75,180.99,847.00,301.00,-180.000,114.907,570,426.75,180.99,42.53
817,27.2061,77.400,429.27,180.16,847.00,301.00,-180.000,102.600,565,429.27,180.16,42.30
818,27.2394,79.126,429.52,179.50,847.00,301.00,-180.000,100.874,553,429.52,179.50,43.55
