frame,time_s,angle_deg,tip_x,tip_y,base_x,base_y,base_dir_deg,tip_dir_deg,n_skeleton,mid_x,mid_y,needle_len
1641,54.6453,88.783,460.14,182.03,847.00,300.50,-180.000,91.217,553,460.14,182.03,41.97
1642,54.6786,56.628,418.28,222.74,621.32,267.16,169.874,-133.498,1066,,,
1643,54.7119,84.305,460.68,195.43,847.00,300.50,-180.000,95.695,525,460.68,195.43,15.12
1644,54.7452,84.305,460.68,195.43,847.00,300.50,-180.000,95.695,531,460.68,195.43,15.12
1645,54.7785,9.167,467.56,202.35,847.00,300.50,-180.000,-170.833,525,467.56,202.35,13.15
1646,54.8118,9.167,467.56,202.35,847.00,300.50,-180.000,-170.833,524,467.56,202.35,13.15
1647,54.8451,83.238,459.91,186.51,847.00,300.00,-180.000,96.762,556,459.91,186.51,33.01
1648,54.8784,96.666,461.32,196.92,847.00,300.50,-180.000,83.334,549,461.32,196.92,12.15
1649,54.9117,78.434,563.32,261.96,847.00,300.50,-180.000,-101.566,540,563.32,261.96,12.36
1650,54.9450,81.776,455.59,233.85,847.00,299.50,-180.000,98.224,517,455.59,233.85,61.51
1651,54.9783,14.075,432.41,222.63,847.00,300.00,-180.000,-165.925,540,432.41,222.63,27.65
1652,55.0116,16.074,432.89,222.10,847.00,300.00,-180.000,-163.926,540,432.89,222.10,28.84
1653,55.0449,80.897,455.83,234.41,847.00,300.00,-180.000,99.103,516,455.83,234.41,62.36
1654,55.0782,88.852,459.98,182.03,847.00,300.00,-180.000,91.148,551,459.98,182.03,41.97
1655,55.1115,87.331,460.87,195.98,847.00,300.00,-180.000,92.669,524,460.87,195.98,14.03
1656,55.1448,13.802,431.91,222.64,847.00,300.00,-180.000,-166.198,594,431.91,222.64,28.62
1657,55.1781,7.647,497.83,268.99,847.00,300.00,-180.000,-172.353,527,497.83,268.99,60.34
1658,55.2114,88.930,460.12,182.03,847.00,300.00,-180.000,91.070,565,460.12,182.03,41.97
1659,55.2447,14.405,431.98,222.42,847.00,300.00,-180.000,-165.595,603,431.98,222.42,28.86
1660,55.2780,88.848,460.14,182.53,847.00,300.00,-180.000,91.152,573,460.14,182.53,42.97
1661,55.3113,85.234,459.74,186.06,847.00,300.50,-180.000,94.766,554,459.74,186.06,35.96
1662,55.3446,85.307,459.77,186.56,847.00,300.50,-180.000,94.693,549,459.77,186.56,36.96
1663,55.3779,86.816,466.31,204.98,847.00,300.00,-180.000,93.184,582,466.31,204.98,11.98
1664,55.4112,0.051,442.50,228.26,847.00,300.00,-180.000,179.949,524,442.50,228.26,41.00
1665,55.4445,7.440,444.32,226.96,847.00,300.00,-180.000,-172.560,571,444.32,226.96,44.54
1666,55.4778,27.013,444.94,230.90,847.00,300.00,-180.000,-152.987,564,444.94,230.90,46.52
1667,55.5111,27.013,444.94,230.90,847.00,300.00,-180.000,-152.987,566,444.94,230.90,46.52
1668,55.5444,26.872,444.95,230.92,847.00,300.00,-180.000,-153.128,600,444.95,230.92,46.52
1669,55.5777,71.232,563.43,261.65,847.00,300.00,-180.000,-108.768,590,563.43,261.65,14.24
1670,55.6110,71.232,563.43,261.65,847.00,300.00,-180.000,-108.768,580,563.43,261.65,14.24
1671,55.6443,14.900,452.67,226.62,847.00,300.00,-180.000,-165.100,571,452.67,226.62,30.08
1672,55.6776,6.642,445.28,226.88,847.00,300.00,-180.000,-173.358,577,445.28,226.88,44.51
1673,55.7109,6.843,445.72,226.80,847.00,300.00,-180.000,-173.157,594,445.72,226.80,45.39
1674,55.7442,6.843,445.72,226.80,847.00,300.00,-180.000,-173.157,593,445.72,226.80,45.39
1675,55.7775,4.784,445.64,226.68,847.00,300.00,-180.000,-175.216,596,445.64,226.68,45.34
1676,55.8108,4.985,446.64,226.62,847.00,300.00,-180.000,-175.015,593,446.64,226.62,43.36
1677,55.8441,5.013,446.15,226.69,847.00,300.00,-180.000,-174.987,579,446.15,226.69,46.35
1678,55.8774,5.963,444.09,228.64,847.00,300.00,-180.000,174.037,533,444.09,228.64,42.08
1679,55.9107,4.684,439.96,227.94,847.00,300.00,-180.000,175.316,578,439.96,227.94,31.81
1680,55.9440,5.955,440.50,228.03,847.00,300.00,-180.000,174.045,574,440.50,228.03,30.83
1681,55.9773,92.859,475.36,196.44,847.00,300.00,-180.000,87.141,548,475.36,196.44,35.11
1682,56.0106,54.994,476.44,273.96,847.00,300.00,-180.000,-125.006,487,476.44,273.96,19.42
1683,56.0439,54.372,475.17,275.26,847.00,300.00,-180.000,-125.628,547,475.17,275.26,23.02
1684,56.0772,54.372,475.17,275.26,847.00,300.00,-180.000,-125.628,560,475.17,275.26,23.02
1685,56.1105,54.372,475.17,275.26,847.00,300.00,-180.000,-125.628,568,475.17,275.26,23.02
1686,56.1438,92.990,475.91,193.50,847.00,300.00,-180.000,87.010,558,475.91,193.50,40.94
1687,56.1771,92.657,476.07,194.03,847.00,300.00,-180.000,87.343,555,476.07,194.03,42.00
1688,56.2104,92.286,476.14,193.51,847.00,300.00,-180.000,87.714,557,476.14,193.51,40.97
1689,56.2437,93.937,476.53,196.40,847.00,300.00,-180.000,86.063,549,476.53,196.40,37.19
1690,56.2770,93.937,476.53,196.40,847.00,300.00,-180.000,86.063,558,476.53,196.40,37.19
1691,56.3103,45.260,453.03,257.03,847.00,300.00,-180.000,-134.740,508,453.03,257.03,45.25
1692,56.3436,45.260,453.03,257.03,847.00,300.00,-180.000,-134.740,507,453.03,257.03,45.25
1693,56.3769,14.548,447.08,230.18,847.00,300.00,-180.000,165.452,536,447.08,230.18,44.35
1694,56.4102,44.859,453.74,256.24,847.00,300.00,-180.000,-135.141,489,453.74,256.24,45.96
1695,56.4435,92.728,478.46,200.02,847.00,300.00,-180.000,87.272,456,478.46,200.02,34.06
1696,56.4768,94.633,479.42,205.49,847.00,300.00,-180.000,85.367,447,479.42,205.49,23.17
1697,56.5101,23.224,473.17,241.74,847.00,300.00,-180.000,-156.776,436,473.17,241.74,20.22
1698,56.5434,6.223,469.75,248.30,847.00,300.50,-180.000,173.777,441,469.75,248.30,54.12
1699,56.5767,4.020,478.68,248.57,847.00,300.50,-180.000,-175.980,413,478.68,248.57,36.91
1700,56.6100,1.883,478.58,249.44,847.00,300.50,-180.000,-178.117,426,478.58,249.44,36.91
1701,56.6433,6.190,481.11,250.02,847.00,300.50,-180.000,-173.810,435,481.11,250.02,32.03
1702,56.6766,6.136,481.11,250.05,847.00,300.50,-180.000,-173.864,433,481.11,250.05,32.03
1703,56.7099,9.268,486.27,249.16,847.00,300.50,-180.000,-170.732,427,486.27,249.16,38.31
1704,56.7432,7.839,486.27,249.45,847.00,300.50,-180.000,-172.161,440,486.27,249.45,38.33
1705,56.7765,9.901,469.68,247.85,847.00,300.50,-180.000,170.099,464,469.68,247.85,52.26
1706,56.8098,14.347,475.19,252.32,847.00,300.50,-180.000,-165.653,406,475.19,252.32,63.33
1707,56.8431,9.745,476.17,246.74,847.00,300.50,-180.000,170.255,446,476.17,246.74,58.21
1708,56.8764,8.198,473.63,251.37,847.00,300.00,-180.000,-171.802,453,473.63,251.37,63.92
1709,56.9097,8.035,474.13,251.44,847.00,300.00,-180.000,-171.965,508,474.13,251.44,64.91
1710,56.9430,6.779,470.57,252.07,847.00,300.00,-180.000,-173.221,515,470.57,252.07,51.23
1711,56.9763,7.976,475.71,250.97,847.00,299.50,-180.000,-172.024,498,475.71,250.97,61.66
1712,57.0096,17.222,470.53,246.36,847.00,299.50,-180.000,162.778,490,470.53,246.36,51.54
1713,57.0429,14.037,468.26,253.54,847.00,299.50,-180.000,-165.963,504,468.26,253.54,58.45
1714,57.0762,13.644,473.30,252.67,847.00,299.50,-180.000,-166.356,494,473.30,252.67,64.76
1715,57.1095,16.939,471.19,246.45,847.00,299.50,-180.000,163.061,511,471.19,246.45,50.29
1716,57.1428,19.348,470.85,245.61,847.00,299.50,-180.000,160.652,494,470.85,245.61,50.92
1717,57.1761,8.569,469.72,247.88,847.00,299.50,-180.000,171.431,502,469.72,247.88,53.99
1718,57.2094,12.643,468.58,253.13,847.00,299.50,-180.000,-167.357,495,468.58,253.13,57.71
1719,57.2427,13.059,468.56,253.09,847.00,300.00,-180.000,-166.941,520,468.56,253.09,57.72
1720,57.2760,12.695,466.78,253.51,847.00,300.00,-180.000,-167.305,529,466.78,253.51,61.39
1721,57.3093,11.931,471.22,252.66,847.00,300.00,-180.000,-168.069,528,471.22,252.66,68.86
1722,57.3426,18.598,465.83,255.05,847.00,300.00,-180.000,-161.402,529,465.83,255.05,63.57
1723,57.3759,18.224,465.69,254.50,847.00,300.00,-180.000,-161.776,493,465.69,254.50,61.65
1724,57.4092,19.191,470.30,245.81,847.00,300.00,-180.000,160.809,499,470.30,245.81,51.87
1725,57.4425,16.260,471.00,253.87,847.00,300.00,-180.000,-163.740,524,471.00,253.87,71.60
1726,57.4758,16.456,470.12,253.83,847.00,300.00,-180.000,-163.544,566,470.12,253.83,71.90
1727,57.5091,16.827,471.03,253.64,847.00,299.50,-180.000,-163.173,563,471.03,253.64,73.86
1728,57.5424,16.757,471.05,253.68,847.00,299.50,-180.000,-163.243,584,471.05,253.68,73.85
1729,57.5757,15.644,471.66,253.22,847.00,299.50,-180.000,-164.356,597,471.66,253.22,72.49
1730,57.6090,16.143,471.05,253.47,847.00,299.50,-180.000,-163.857,623,471.05,253.47,73.79
1731,57.6423,15.899,471.02,253.32,847.00,299.50,-180.000,-164.101,633,471.02,253.32,73.76
1732,57.6756,15.931,471.02,253.31,847.00,299.50,-180.000,-164.069,625,471.02,253.31,73.76
1733,57.7089,15.931,471.02,253.31,847.00,299.50,-180.000,-164.069,607,471.02,253.31,73.76
1734,57.7422,15.378,471.16,253.12,847.00,299.00,-180.000,-164.622,627,471.16,253.12,73.42
1735,57.7755,15.456,471.16,253.15,847.00,299.00,-180.000,-164.544,641,471.16,253.15,73.43
1736,57.8088,17.800,468.84,254.32,847.00,299.50,-180.000,-162.200,657,468.84,254.32,74.56
1737,57.8421,20.308,463.79,255.52,847.00,300.00,-180.000,-159.692,608,463.79,255.52,64.95
1738,57.8754,20.663,463.29,255.64,847.00,299.50,-180.000,-159.337,640,463.29,255.64,64.03
1739,57.9087,16.428,470.61,253.80,847.00,299.50,-180.000,-163.572,643,470.61,253.80,72.86
1740,57.9420,17.997,469.40,254.57,847.00,299.50,-180.000,-162.003,621,469.40,254.57,75.54
1741,57.9753,21.706,461.81,256.01,847.00,299.50,-180.000,-158.294,657,461.81,256.01,61.28
1742,58.0086,19.466,464.37,255.48,847.00,299.50,-180.000,-160.534,679,464.37,255.48,65.84
1743,58.0419,19.351,464.40,255.53,847.00,299.50,-180.000,-160.649,661,464.40,255.53,65.84
1744,58.0752,17.128,469.87,254.72,847.00,300.00,-180.000,-162.872,699,469.87,254.72,76.10
1745,58.1085,17.291,469.38,254.80,847.00,300.00,-180.000,-162.709,668,469.38,254.80,75.16
1746,58.1418,16.755,469.84,254.50,847.00,300.00,-180.000,-163.245,666,469.84,254.50,74.14
1747,58.1751,16.584,470.33,254.39,847.00,300.00,-180.000,-163.416,642,470.33,254.39,75.08
1748,58.2084,15.925,470.98,254.17,847.00,300.00,-180.000,-164.075,644,470.98,254.17,73.76
1749,58.2417,15.925,470.98,254.17,847.00,300.00,-180.000,-164.075,655,470.98,254.17,73.76
1750,58.2750,15.925,470.98,254.17,847.00,300.00,-180.000,-164.075,654,470.98,254.17,73.76
1751,58.3083,15.925,470.98,254.17,847.00,300.00,-180.000,-164.075,655,470.98,254.17,73.76
1752,58.3416,15.930,470.98,254.16,847.00,300.00,-180.000,-164.070,645,470.98,254.16,73.76
1753,58.3749,15.346,471.12,253.99,847.00,300.00,-180.000,-164.654,646,471.12,253.99,73.42
1754,58.4082,15.466,470.64,254.09,847.00,300.00,-180.000,-164.534,642,470.64,254.09,72.47
1755,58.4415,1.037,474.59,250.03,847.00,300.00,-180.000,-178.963,672,474.59,250.03,64.95
1756,58.4748,15.492,471.62,254.02,847.00,300.00,-180.000,-164.508,617,471.62,254.02,74.40
1757,58.5081,1.184,475.10,250.01,847.00,300.00,-180.000,-178.816,621,475.10,250.01,65.94
1758,58.5414,17.434,465.86,255.27,847.00,299.50,-180.000,-162.566,621,465.86,255.27,63.18
1759,58.5747,15.913,470.55,254.41,847.00,300.00,-180.000,-164.087,666,470.55,254.41,72.80
1760,58.6080,15.244,471.64,254.00,847.00,299.50,-180.000,-164.756,698,471.64,254.00,74.37
1761,58.6413,16.589,469.92,254.68,847.00,299.50,-180.000,-163.411,701,469.92,254.68,74.12
1762,58.6746,18.812,465.00,255.64,847.00,299.50,-180.000,-161.188,711,465.00,255.64,64.86
1763,58.7079,19.415,464.54,255.93,847.00,299.50,-180.000,-160.585,717,464.54,255.93,65.84
1764,58.7412,18.948,465.06,255.86,847.00,299.50,-180.000,-161.052,661,465.06,255.86,66.76
1765,58.7745,18.899,465.07,255.87,847.00,299.50,-180.000,-161.101,638,465.07,255.87,66.76
1766,58.8078,18.719,465.11,255.93,847.00,300.00,-180.000,-161.281,626,465.11,255.93,66.74
1767,58.8411,16.764,466.38,255.13,847.00,300.00,-180.000,-163.236,643,466.38,255.13,64.08
1768,58.8744,19.832,463.40,256.18,847.00,300.00,-180.000,-160.168,691,463.40,256.18,63.64
1769,58.9077,19.832,463.40,256.18,847.00,300.00,-180.000,-160.168,691,463.40,256.18,63.64
1770,58.9410,19.210,469.74,255.51,847.00,300.00,-180.000,-160.790,677,469.74,255.51,76.63
1771,58.9743,19.164,469.75,255.52,847.00,299.50,-180.000,-160.836,622,469.75,255.52,76.63
1772,59.0076,18.663,464.53,255.66,847.00,300.00,-180.000,-161.337,641,464.53,255.66,61.36
1773,59.0409,18.688,464.52,255.65,847.00,300.00,-180.000,-161.312,628,464.52,255.65,61.36
1774,59.0742,15.196,471.64,254.00,847.00,300.00,-180.000,-164.804,646,471.64,254.00,74.37
1775,59.1075,14.795,471.58,254.13,847.00,300.00,-180.000,-165.205,696,471.58,254.13,74.06
1776,59.1408,16.357,470.35,254.88,847.00,300.00,-180.000,-163.643,679,470.35,254.88,76.69
1777,59.1741,14.660,472.20,254.01,847.00,300.00,-180.000,-165.340,676,472.20,254.01,75.27
1778,59.2074,14.414,472.16,253.80,847.00,300.00,-180.000,-165.586,723,472.16,253.80,75.24
1779,59.2407,15.956,470.91,254.42,847.00,300.00,-180.000,-164.044,675,470.91,254.42,77.88
1780,59.2740,18.253,464.94,255.75,847.00,300.00,-180.000,-161.747,656,464.94,255.75,66.40
1781,59.3073,14.360,471.72,253.99,847.00,300.00,-180.000,-165.640,655,471.72,253.99,74.26
1782,59.3406,14.376,471.71,253.98,847.00,300.00,-180.000,-165.624,650,471.71,253.98,74.26
1783,59.3739,14.403,471.71,253.97,847.00,300.00,-180.000,-165.597,649,471.71,253.97,74.27
1784,59.4072,16.071,466.31,255.13,847.00,300.00,-180.000,-163.929,636,466.31,255.13,63.75
1785,59.4405,16.115,466.30,255.11,847.00,300.00,-180.000,-163.885,638,466.30,255.11,63.75
1786,59.4738,16.529,466.36,255.46,847.00,300.00,-180.000,-163.471,665,466.36,255.46,63.78
1787,59.5071,16.544,466.35,255.46,847.00,300.00,-180.000,-163.456,706,466.35,255.46,63.78
1788,59.5404,20.669,464.93,256.69,847.00,300.00,-180.000,-159.331,721,464.93,256.69,66.60
1789,59.5737,16.960,465.81,255.45,847.00,300.00,-180.000,-163.040,734,465.81,255.45,62.85
1790,59.6070,16.960,465.81,255.45,847.00,300.00,-180.000,-163.040,734,465.81,255.45,62.85
1791,59.6403,16.879,466.69,255.53,847.00,300.00,-180.000,-163.121,710,466.69,255.53,65.05
1792,59.6736,15.922,466.89,255.36,847.00,300.00,-180.000,-164.078,712,466.89,255.36,64.70
1793,59.7069,17.127,466.20,255.66,847.00,300.00,-180.000,-162.873,660,466.20,255.66,64.11
1794,59.7402,16.911,465.25,255.23,847.00,299.50,-180.000,-163.089,673,465.25,255.23,61.89
1795,59.7735,16.685,465.29,255.29,847.00,300.00,-180.000,-163.315,653,465.29,255.29,61.87
1796,59.8068,16.685,465.29,255.29,847.00,300.00,-180.000,-163.315,636,465.29,255.29,61.87
1797,59.8401,16.685,465.29,255.29,847.00,300.00,-180.000,-163.315,647,465.29,255.29,61.87
1798,59.8734,16.774,465.27,255.25,847.00,299.50,-180.000,-163.226,647,465.27,255.25,61.88
1799,59.9067,14.641,467.92,254.96,847.00,299.50,-180.000,-165.359,648,467.92,254.96,66.52
1800,59.9400,17.995,465.10,256.15,847.00,300.00,-180.000,-162.005,587,465.10,256.15,64.48
1801,59.9733,14.701,472.02,254.85,847.00,300.00,-180.000,-165.299,587,472.02,254.85,77.46
1802,60.0066,18.249,464.49,255.89,847.00,299.50,-180.000,-161.751,646,464.49,255.89,63.55
1803,60.0399,14.695,472.03,254.90,847.00,300.00,-180.000,-165.305,590,472.03,254.90,77.46
1804,60.0732,14.654,472.03,254.89,847.00,300.00,-180.000,-165.346,596,472.03,254.89,77.46
1805,60.1065,23.749,468.29,245.66,847.00,300.00,-180.000,156.251,596,468.29,245.66,52.39
1806,60.1398,22.551,469.58,245.82,847.00,299.50,-180.000,157.449,595,469.58,245.82,56.46
1807,60.1731,23.042,468.90,245.61,847.00,299.50,-180.000,156.958,596,468.90,245.61,55.15
1808,60.2064,17.470,465.50,256.14,847.00,299.50,-180.000,-162.530,641,465.50,256.14,65.09
1809,60.2397,16.488,467.19,255.87,847.00,299.50,-180.000,-163.512,584,467.19,255.87,68.18
1810,60.2730,17.620,465.09,255.97,847.00,299.50,-180.000,-162.380,600,465.09,255.97,64.45
1811,60.3063,90.405,511.32,235.00,847.00,299.50,-180.000,89.595,583,511.32,235.00,18.01
1812,60.3396,41.885,487.97,262.23,847.00,299.50,-180.000,-138.115,605,487.97,262.23,53.15
1813,60.3729,90.000,511.37,235.00,847.00,299.50,-180.000,90.000,604,511.37,235.00,18.00
1814,60.4062,90.000,511.37,235.00,847.00,299.50,-180.000,90.000,591,511.37,235.00,18.00
1815,60.4395,90.906,511.05,234.99,847.00,299.50,-180.000,89.094,593,511.05,234.99,18.01
1816,60.4728,15.977,466.75,254.89,847.00,299.50,-180.000,-164.023,552,466.75,254.89,64.70
1817,60.5061,15.856,466.78,254.93,847.00,299.50,-180.000,-164.144,569,466.78,254.93,64.69
1818,60.5394,15.032,467.42,254.62,847.00,299.50,-180.000,-164.968,561,467.42,254.62,65.32
1819,60.5727,15.631,466.39,254.76,847.00,299.50,-180.000,-164.369,567,466.39,254.76,63.44
1820,60.6060,15.280,466.91,254.70,847.00,299.50,-180.000,-164.720,559,466.91,254.70,64.38
1821,60.6393,14.525,468.55,254.41,847.00,299.50,-180.000,-165.475,589,468.55,254.41,67.47
1822,60.6726,15.793,467.24,254.79,847.00,299.50,-180.000,-164.207,586,467.24,254.79,65.65
1823,60.7059,14.992,467.44,254.66,847.00,299.50,-180.000,-165.008,587,467.44,254.66,65.32
1824,60.7392,15.362,466.91,254.70,847.00,299.50,-180.000,-164.638,606,466.91,254.70,64.38
1825,60.7725,15.028,467.43,254.67,847.00,299.50,-180.000,-164.972,627,467.43,254.67,65.32
1826,60.8058,15.701,467.27,254.84,847.00,299.50,-180.000,-164.299,586,467.27,254.84,65.64
1827,60.8391,15.686,467.27,254.85,847.00,299.50,-180.000,-164.314,590,467.27,254.85,65.64
1828,60.8724,16.058,466.31,255.11,847.00,299.50,-180.000,-163.942,600,466.31,255.11,63.74
1829,60.9057,15.459,467.32,254.93,847.00,299.50,-180.000,-164.541,587,467.32,254.93,65.62
1830,60.9390,13.663,472.65,253.96,847.00,299.50,-180.000,-166.337,622,472.65,253.96,75.87
1831,60.9723,16.374,466.32,255.27,847.00,299.50,-180.000,-163.626,583,466.32,255.27,65.69
1832,61.0056,13.371,472.62,253.69,847.00,299.50,-180.000,-166.629,634,472.62,253.69,75.83
1833,61.0389,13.832,472.63,253.93,847.00,299.50,-180.000,-166.168,626,472.63,253.93,75.89
1834,61.0722,5.843,469.29,249.55,847.00,299.50,-180.000,174.157,669,469.29,249.55,59.20
1835,61.1055,6.100,468.78,249.54,847.00,299.50,-180.000,173.900,687,468.78,249.54,58.20
1836,61.1388,4.745,471.29,249.53,847.00,299.50,-180.000,175.255,646,471.29,249.53,63.11
1837,61.1721,4.745,471.29,249.53,847.00,299.50,-180.000,175.255,646,471.29,249.53,63.11
1838,61.2054,5.843,469.29,249.55,847.00,299.50,-180.000,174.157,655,469.29,249.55,59.20
1839,61.2387,15.285,467.40,254.66,847.00,299.50,-180.000,-164.715,637,467.40,254.66,63.41
1840,61.2720,15.011,467.44,254.67,847.00,300.00,-180.000,-164.989,664,467.44,254.67,63.39
1841,61.3053,15.323,467.39,254.63,847.00,299.50,-180.000,-164.677,663,467.39,254.63,63.42
1842,61.3386,15.286,467.40,254.65,847.00,299.50,-180.000,-164.714,665,467.40,254.65,63.41
1843,61.3719,15.286,467.40,254.65,847.00,299.50,-180.000,-164.714,666,467.40,254.65,63.41
1844,61.4052,15.620,467.75,254.73,847.00,299.50,-180.000,-164.380,658,467.75,254.73,66.60
1845,61.4385,14.754,469.01,254.34,847.00,299.50,-180.000,-165.246,675,469.01,254.34,66.53
1846,61.4718,15.885,466.85,254.70,847.00,299.50,-180.000,-164.115,640,466.85,254.70,62.49
1847,61.5051,15.943,466.84,254.69,847.00,299.50,-180.000,-164.057,644,466.84,254.69,62.50
1848,61.5384,15.262,467.87,254.54,847.00,299.50,-180.000,-164.738,693,467.87,254.54,64.38
1849,61.5717,15.262,467.87,254.54,847.00,299.50,-180.000,-164.738,693,467.87,254.54,64.38
1850,61.6050,15.698,466.84,254.58,847.00,299.50,-180.000,-164.302,690,466.84,254.58,62.48
1851,61.6383,15.069,467.43,254.67,847.00,299.50,-180.000,-164.931,693,467.43,254.67,63.40
1852,61.6716,15.698,466.84,254.58,847.00,299.50,-180.000,-164.302,692,466.84,254.58,62.48
1853,61.7049,15.698,466.84,254.58,847.00,299.50,-180.000,-164.302,676,466.84,254.58,62.48
1854,61.7382,15.865,467.23,254.75,847.00,299.50,-180.000,-164.135,659,467.23,254.75,65.65
1855,61.7715,16.381,466.26,255.10,847.00,299.50,-180.000,-163.619,660,466.26,255.10,63.77
1856,61.8048,16.386,466.27,255.10,847.00,299.50,-180.000,-163.614,661,466.27,255.10,63.77
1857,61.8381,15.469,467.34,255.01,847.00,299.50,-180.000,-164.531,645,467.34,255.01,65.62
1858,61.8714,16.974,466.51,255.48,847.00,299.50,-180.000,-163.026,636,466.51,255.48,67.26
1859,61.9047,16.974,466.51,255.48,847.00,299.50,-180.000,-163.026,649,466.51,255.48,67.26
1860,61.9380,14.900,467.95,254.67,847.00,299.50,-180.000,-165.100,649,467.95,254.67,64.35
1861,61.9713,14.919,467.94,254.65,847.00,299.50,-180.000,-165.081,642,467.94,254.65,64.35
1862,62.0046,15.683,467.31,254.99,847.00,299.50,-180.000,-164.317,621,467.31,254.99,65.64
1863,62.0379,15.409,467.36,255.05,847.00,299.50,-180.000,-164.591,619,467.36,255.05,65.62
1864,62.0712,6.480,469.21,249.60,847.00,299.50,-180.000,173.520,661,469.21,249.60,61.29
1865,62.1045,6.492,469.20,249.63,847.00,299.50,-180.000,173.508,664,469.20,249.63,61.29
1866,62.1378,16.840,466.56,255.58,847.00,299.50,-180.000,-163.160,685,466.56,255.58,67.25
1867,62.1711,15.615,466.83,254.53,847.00,299.50,-180.000,-164.385,647,466.83,254.53,64.40
1868,62.2044,15.280,467.35,254.45,847.00,299.50,-180.000,-164.720,642,467.35,254.45,65.34
1869,62.2377,6.096,469.26,249.27,847.00,299.50,-180.000,173.904,659,469.26,249.27,59.30
1870,62.2710,15.471,467.68,254.41,847.00,299.50,-180.000,-164.529,651,467.68,254.41,66.59
1871,62.3043,15.468,467.68,254.43,847.00,299.50,-180.000,-164.532,677,467.68,254.43,66.59
1872,62.3376,15.580,467.20,254.55,847.00,299.50,-180.000,-164.420,658,467.20,254.55,65.63
1873,62.3709,15.580,467.20,254.55,847.00,299.50,-180.000,-164.420,657,467.20,254.55,65.63
1874,62.4042,19.712,465.78,255.90,847.00,299.50,-180.000,-160.288,668,465.78,255.90,68.42
1875,62.4375,19.372,465.88,256.04,847.00,299.50,-180.000,-160.628,644,465.88,256.04,68.39
1876,62.4708,18.974,466.09,256.49,847.00,299.50,-180.000,-161.026,636,466.09,256.49,68.36
1877,62.5041,6.116,469.74,249.40,847.00,299.50,-180.000,173.884,650,469.74,249.40,60.30
1878,62.5374,6.116,469.74,249.40,847.00,299.50,-180.000,173.884,629,469.74,249.40,60.30
1879,62.5707,7.025,467.71,249.37,847.00,299.50,-180.000,172.975,643,467.71,249.37,56.31
1880,62.6040,6.027,470.24,249.49,847.00,299.50,-180.000,173.973,625,470.24,249.49,61.29
1881,62.6373,6.628,469.27,249.51,847.00,299.50,-180.000,173.372,625,469.27,249.51,59.41
1882,62.6706,5.854,470.25,249.44,847.00,299.50,-180.000,174.146,615,470.25,249.44,61.29
1883,62.7039,5.933,470.23,249.62,847.00,299.50,-180.000,174.067,612,470.23,249.62,61.29
1884,62.7372,12.108,471.71,247.85,847.00,299.50,-180.000,167.892,612,471.71,247.85,58.18
1885,62.7705,12.132,471.71,247.87,847.00,300.00,-180.000,167.868,571,471.71,247.87,58.18
1886,62.8038,11.877,472.20,247.92,847.00,300.00,-180.000,168.123,572,472.20,247.92,59.18
1887,62.8371,13.870,468.41,254.55,847.00,299.50,-180.000,-166.130,564,468.41,254.55,67.41
1888,62.8704,13.507,469.07,255.06,847.00,299.50,-180.000,-166.493,597,469.07,255.06,68.34
1889,62.9037,13.982,468.42,255.17,847.00,299.50,-180.000,-166.018,575,468.42,255.17,69.60
1890,62.9370,14.770,466.77,255.43,847.00,299.50,-180.000,-165.230,615,466.77,255.43,66.53
1891,62.9703,14.548,466.98,255.16,847.00,299.00,-180.000,-165.452,588,466.98,255.16,64.57
1892,63.0036,15.228,466.79,255.74,847.00,299.50,-180.000,-164.772,617,466.79,255.74,66.57
1893,63.0369,73.316,513.32,239.44,847.00,299.50,-180.000,-106.684,598,513.32,239.44,9.48
1894,63.0702,73.316,513.32,239.44,847.00,299.50,-180.000,-106.684,611,513.32,239.44,9.48
1895,63.1035,13.897,468.10,255.34,847.00,299.00,-180.000,-166.103,602,468.10,255.34,64.02
1896,63.1368,13.926,468.06,255.20,847.00,299.00,-180.000,-166.074,613,468.06,255.20,64.02
1897,63.1701,16.883,467.03,256.67,847.00,299.00,-180.000,-163.117,595,467.03,256.67,66.38
1898,63.2034,12.256,469.83,254.63,847.00,299.00,-180.000,-167.744,571,469.83,254.63,66.79
1899,63.2367,12.280,469.86,254.75,847.00,299.00,-180.000,-167.720,552,469.86,254.75,66.79
1900,63.2700,11.972,469.91,254.86,847.00,299.50,-180.000,-168.028,543,469.91,254.86,66.76
1901,63.3033,12.190,469.92,254.99,847.00,299.50,-180.000,-167.810,547,469.92,254.99,66.78
1902,63.3366,12.201,469.94,255.09,847.00,299.50,-180.000,-167.799,559,469.94,255.09,66.78
1903,63.3699,11.948,470.43,254.95,847.00,299.50,-180.000,-168.052,544,470.43,254.95,67.73
1904,63.4032,41.029,535.95,237.79,847.00,299.50,-180.000,-138.971,549,535.95,237.79,38.39
1905,63.4365,41.029,535.95,237.79,847.00,299.50,-180.000,-138.971,550,535.95,237.79,38.39
1906,63.4698,89.192,512.84,234.99,847.00,299.50,-180.000,90.808,610,512.84,234.99,18.00
1907,63.5031,41.029,535.95,237.79,847.00,299.50,-180.000,-138.971,589,535.95,237.79,38.39
1908,63.5364,41.029,535.95,237.79,847.00,299.50,-180.000,-138.971,607,535.95,237.79,38.39
1909,63.5697,88.262,513.31,234.96,847.00,299.50,-180.000,91.738,622,513.31,234.96,17.99
